State,District,Observation Area,Latitude,Longitude,Simple parameters,Appearance,Color,Odour,Regular Monitoring,pH,E C,Oil & Grease,Suspended Solids,Dissolved Oxygen,Chemical Oxygen Demand,Bio-chemical  Oxygen Demand (BOD),Nitrite-Nitrogen as N,Nitrate-Nitrogen as N,Nitrite-Nitrogen and Nitrate- Nitrogen (NO2 +NO3),Free Ammonia,Total Residual Chlorine,Cyanide as CN,Fluoride as F,Sulphides as S,Dissolved Phosphates as P,Sodium Absorption  Ratio (SAR),Total Coliforms,Fecal Coliforms,Special parameters,Total Phosphorous  as P,Total Kjeldal Nitrogen,Total Ammonia (NH4+NH3)-Nitrogen,Phenolic compounds   as C6H5OH,Surfactants,Organo-chlorine Pesticides,PAH,PCB and PCT,Zinc as Zn,Nickel as Ni,Copper as Cu,Hexavalent Chromium as Cr6+,Total Chromium as Cr,Arsenic as As,Lead as Pb,Cadmium as Cd,Mercury as Hg,Manganese as Mn,Iron as Fe,Vanadium as V,Selenium as Se,Boron as B
Orissa,JHARSUGUDA,"
IB River (Confluence Point of Bheden and IB)",N 21°48.492’ ,E 83°56.645’,,Colourless,10,Agreeable,,8.04,240,<1,18,6.2,22,5,0.02,0.23,0.25,<0.1,<0.1,<0.02,0.4,<0.1,<0.1,0.44,17,<2,,<0.1,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.23,<0.01,<0.01,0.04
Orissa,JHARSUGUDA,"
Kharkari Nalla (Vedanta Boundry)",N 21°47.916’ ,E 84°2.076’,,Colourless,10,Agreeable,,8.12,440,<1,38,6.1,24,6,0.02,0.45,0.47,<0.1,<0.1,<0.02,0.9,<0.1,<0.1,1.63,21,<2,,<0.1,2.4,1.7,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.25,<0.01,<0.01,0.08
Orissa,JHARSUGUDA,"
Hirakud Reservoir at Sarnbatour",N 21°29.250’ ,E 83°51.016’,,Colourless,10,Agreeable,,8.05,155,<1,46,6.3,18,4,0.02,0.23,0.25,<0.1,<0.1,<0.02,0.3,<0.1,<0.1,0.29,14,<2,,<0.1,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.29,<0.01,<0.01,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,JODHPUR,"
Kayalana lake upstream , jodhpur",N26°18’00.4” ,E072°58’24.0”,,Colourless,5,Agreeable,,7.27,292,< 1,14,6.2,12,3,0.01,0.68,0.69,< 0.1,< 0.1,< 0.02,0.4,< 0.1,< 0.1,0.44,500,70,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.09,< 0.01,< 0.01,0.09
Rajasthan,JODHPUR,"
Kayalana lake downstream (takhat sagar ) Jodhpur",N26°17’55.1” ,E072°58’17.3”,,Colourless,5,Agreeable,,7.83,298,< 1,12,5.6,18,4,0.01,1.16,1.17,< 0.1,< 0.1,< 0.02,0.5,< 0.1,< 0.1,0.44,1400,280,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.06,< 0.01,< 0.01,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,JUNAGARH,"
Hasanpur","N 21°34'33.32"" ",E 70°31'01.40’’,,Colourless,5,Agreeable,,7.4,510,<1,12,7.6,10,2,<0.01,0.45,0.45,<0.1,<0.1,<0.02,0.5,<0.1,0.06,1.45,5,<2,,0.09,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.02,0.14,<0.01,<0.01,0.04
Gujarat,JUNAGARH,"
Willingdon Dam",N 21°30'15.1’’ ,E 70°28'53.2’’,,Colourless,10,Agreeable,,8,480,<1,18,5.2,14,3,0.01,0.68,0.69,<0.1,<0.1,<0.02,0.5,<0.1,0.05,0.74,9,<2,,0.07,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.03,0.18,<0.01,<0.01,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,KANPUR,"
Pandu River Up Stream, Near Delhi- Allahabad Highway",N26°27’21.8” ,E080°12’43.2”,,Pale yellow,20,Agreeable,,7.58,332,2,46,6,38,12,0.02,2.03,2.05,< 0.1,< 0.1,< 0.02,0.4,< 0.1,0.76,1.08,140,7,,0.92,5.6,2.8,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.02,0.24,< 0.01,< 0.01,0.05
Uttar Pradesh,KANPUR,"
Ganga River Up Stream, Near Bithur Village",N26°37’00.4” ,E080°16’25.6”,,Colourless,10,Agreeable,,7.6,344,1,28,6.5,22,5,0.02,1.58,1.6,< 0.1,< 0.1,< 0.02,0.4,< 0.1,0.52,0.48,1600,280,,0.7,4.2,2,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.03,0.18,< 0.01,< 0.01,0.05
Uttar Pradesh,KANPUR,"
Ganga Down Stream Near Dhowdi
Ghat",N26°22’45.3” ,E080°29’31.7”,,Colourless,10,Agreeable,,7.74,400,1,38,5.9,36,9,0.01,2.71,2.72,< 0.1,< 0.1,< 0.02,0.5,< 0.1,0.68,0.79,140,2,,0.84,4.9,2.1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.02,0.18,< 0.01,< 0.01,0.06
Uttar Pradesh,KANPUR,"
Pandu River Down Stream, Near Naubasta",N26°22’15.8” ,E080°18’25.4”,,Pale yellow,30,Agreeable,,7.42,340,3,98,5.4,84,19,0.06,3.84,3.9,< 0.1,< 0.1,< 0.02,0.4,0.8,1.16,0.4,500,11,,1.42,14,8,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.05,0.32,< 0.01,< 0.01,0.05
Uttar Pradesh,KANPUR,"
Ganga Lower Canal Near Panki Power Plant",N26°28’29.2” ,E080°14’47.8”,,Colourless,10,Agreeable,,7.53,230,1,28,6.2,28,6,0.03,0.9,0.93,< 0.1,< 0.1,< 0.02,0.3,< 0.1,0.46,0.26,350,14,,0.58,4,2.1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.03,0.18,< 0.01,< 0.01,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,KORBA,"
U/S  Hasdeo River at Jora Ghat",N 22°31.309’ ,E 082°37.719’,,Colourless,5,Agreeable,,7.74,102,< 1,< 10,5.6,12,3,< 0.01,0.23,0.23,< 0.1,< 0.1,< 0.02,0.2,< 0.1,0.24,0.37,22,<2,,0.3,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,<0.001,0.01,0.09,< 0.01,< 0.01,0.02
Chhattisgarh,KORBA,"
Ahiran River BCW Hasdeo River TPS",N 22°21.676’ ,E 082°40.260’,,Colourless,5,Agreeable,,8.05,347,< 1,28,5.4,20,4,0.02,0.45,0.47,< 0.1,< 0.1,< 0.02,0.3,< 0.1,0.32,0.66,33,<2,,0.4,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,<0.001,< 0.01,0.25,< 0.01,< 0.01,0.05
Chhattisgarh,KORBA,"
Dengu Nalla BCW Hasdeo River",N 22°22.644’ ,E 082°43.659’,,Colourless,5,Agreeable,,7.72,180,< 1,20,5.5,16,3,< 0.01,0.45,0.45,< 0.1,< 0.1,< 0.02,0.2,< 0.1,0.2,0.62,27,<2,,0.26,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,<0.001,< 0.01,0.16,< 0.01,< 0.01,0.03
Chhattisgarh,KORBA,"
Final discharge Hasdeo River",N 22°20.488’ ,E 082°41.368’,,Colourless,5,Agreeable,,7.71,210,< 1,24,5.3,22,5,0.01,0.45,0.46,< 0.1,< 0.1,< 0.02,0.3,< 0.1,0.26,0.55,40,<2,,0.32,2.1,1.4,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,<0.001,< 0.01,0.18,< 0.01,< 0.01,0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,LUDHIANA,"
Sirhend Canal, near neelom Bridge",N30°50’55.7” ,E076°06’22.9”,,Colourless,5,Agreeable,,7.97,270,< 1,12,5.8,12,3,0.01,1.13,1.14,< 0.1,< 0.1,< 0.02,0.3,< 0.1,< 0.1,0.32,110,14,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.12,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.02,0.1,< 0.01,< 0.01,0.11
Punjab,LUDHIANA,"
Sirhend Canal, near Gurthali Bridge",N30°46’57.9” ,E076°00’53.9”,,Colourless,5,Agreeable,,7.91,255,< 1,14,5.9,10,3,0.01,0.45,0.46,< 0.1,< 0.1,< 0.02,0.3,< 0.1,< 0.1,0.29,220,50,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.1,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.09,< 0.01,0.01,0.12
Punjab,LUDHIANA,"
111MLD STP Outlet, Bhattain",N30°58’04.3” ,E075°50’04.5”,,Light Brown,25,Agreeable,,7.34,1580,< 1,56,3.2,56,14,0.02,2.48,2.5,< 0.1,< 0.1,< 0.02,0.8,0.6,3.98,5.53,1700,210,,4.6,24,18,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.15,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.09,0.46,< 0.01,< 0.01,0.21
Punjab,LUDHIANA,"
Satluj River Up Stream, near kasabad",N30°59’27.2” ,E075°50’29.5”,,Colourless,< 5,Agreeable,,7.67,301,< 1,< 10,5.8,12,3,0.01,0.23,0.24,< 0.1,< 0.1,< 0.02,0.3,< 0.1,0.2,0.38,21,< 2,,0.32,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.07,< 0.01,< 0.01,0.16
Punjab,LUDHIANA,"
Satluj River Dn/S, Left Bank after confluence",N30°59’43.8” ,E075°49’48.0”,,Light Brown,20,Agreeable,,7.37,430,< 1,24,4.8,34,8,0.02,1.38,1.4,< 0.1,< 0.1,< 0.02,0.6,0.2,3.39,0.9,1000,700,,3.82,2.6,1.4,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.03,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.03,0.38,< 0.01,< 0.01,0.21
Punjab,LUDHIANA,"
Satluj River Dn/S, Right Bank after confluence",N30°59’48.9” ,E075°50’0.76”,,Light Brown,20,Agreeable,,7.22,420,< 1,28,4.7,38,9,0.03,2.5,2.53,< 0.1,< 0.1,< 0.02,0.7,0.4,3.21,0.8,1600,900,,3.68,3.2,1.8,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.02,0.3,< 0.01,< 0.01,0.21
Punjab,LUDHIANA,"
CETP Outlet (RO Permeat)",N30°53’11.9” ,E075°55’44.4”,,Colourless,< 5,Agreeable,,7.39,510,< 1,< 10,5,8,2,0.01,2.1,2.11,< 0.1,< 0.1,< 0.02,0.7,< 0.1,0.2,1.89,7,< 2,,0.28,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.09,< 0.01,< 0.01,1.4
Punjab,LUDHIANA,"
STP Outlet, Balloke",N30°56’08.7” ,E075°46’57.2”,,Light Brown,20,Un – Agreeable,,7.32,1080,2,72,2.1,58,15,0.02,4.74,4.76,< 0.1,< 0.1,< 0.02,0.6,0.4,1.75,2.19,6000,3300,,1.9,21,12,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.06,0.05,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.08,0.6,< 0.01,< 0.01,0.53
Punjab,LUDHIANA,"
Buddah Nallah, Baliapur",N30°58’22.0” ,E075°39’04.4”,,Blackish,50,Un Agreeable,,7.19,1600,6,184,< 1,248,85,0.02,3.61,3.93,< 0.1,< 0.1,< 0.02,0.8,3.8,4.71,4.29,1700,1400,,5.26,35,19,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.09,0.56,< 0.01,< 0.01,0.22
Punjab,LUDHIANA,"
Satluj River Up Steam left bank, near baliapur",N30°58’45.7” ,E075°38’58.3”,,Colourless,5,Agreeable,,7.5,618,1,12,5.2,10,3,0.01,4.52,4.53,< 0.1,< 0.1,< 0.02,0.5,< 0.1,1.98,1.89,800,500,,2.32,1.4,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.01,0.12,< 0.01,< 0.01,0.25
Punjab,LUDHIANA,"Satluj River Up Steam Right bank, near baliapur",N30°58’53.5” ,E075°39’8.7”,,Colourless,5,Agreeable,,7.22,628,1,14,5.1,12,3,< 0.01,4.74,4.74,< 0.1,< 0.1,< 0.02,0.5,< 0.1,1.12,1.95,1200,500,,1.46,1.6,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,<0.001,0.01,0.1,< 0.01,< 0.01,0.21
Punjab,LUDHIANA,Satluj River near sindhvabet,N30°57’57.9” ,E075°28’54.3”,,Greyish,30,Un Agreeable,,7.41,1040,2,84,2.8,108,32,0.03,2.94,2.97,< 0.1,< 0.1,< 0.02,0.7,2.8,2.22,2.9,1100,600,,3.5,20,11,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.09,< 0.01,< 0.01,0.14
Punjab,LUDHIANA,"
Satluj River Down Steam left bank, near baliapur",N30°58’28.7” ,E075°37’35.5”,,Greyish,40,Un Agreeable,,7.23,1590,3,96,2,134,37,0.04,1.8,1.84,< 0.1,< 0.1,< 0.02,0.8,3.2,6.18,3.37,1700,900,,6.9,29,15,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.04,0.52,< 0.01,< 0.01,0.2
Punjab,LUDHIANA,"
Abhor Canal",N30°46’42.0” ,E075°51’18.9”,,Colourless,< 5,Agreeable,,8.04,265,< 1,< 10,5.4,14,3,< 0.01,0.9,0.9,< 0.1,< 0.1,< 0.02,0.3,< 0.1,1.89,0.13,900,700,,2.32,1.4,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,<0.01,< 0.01,< 0.01,< 0.001,0.02,0.16,< 0.01,< 0.01,0.47
Punjab,LUDHIANA,"
Buddha Nallah near Kumbhkala village",N30°55’14.8” ,E076°03’54.7”,,"Pale
Brownish",10,Agreeable,,7.56,643,1,18,5.2,18,4,0.01,3.39,3.4,< 0.1,< 0.1,< 0.02,0.4,1.2,1.63,0.67,1400,600,,1.96,1.8,1.2,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.05,0.26,< 0.01,< 0.01,0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,MANALI,"
Bucki ngham
Canal – U/s","N 13°08'29.4"" ","E 80°16'42.7""",,Greyish,50,Un- Agreeable,,7.12,1900,7,80,<0.1,80,22,0.15,2.25,2.4,<0.1,<0.1,<0.02,0.4,1.2,1.08,5.47,20,9,,1.4,20,13,0.002,<0.1,Not detected,Not detected,Not detected,0.03,0.04,<0.01,<0.05,0.03,<0.01,<0.01,<0.01,<0.001,0.18,0.28,<0.01,<0.01,0.29
Tamil Nadu,MANALI,"
Buckingham
Canal – D/s","N 13°10'31.3"" ","E 80°17'27.5""",,Greyish,50,Un- Agreeable,,7.13,2400,6,64,<0.1,64,20,0.11,1.81,1.92,<0.1,<0.1,<0.02,0.5,0.8,0.96,6.84,26,7,,1.2,17,11,0.005,<0.1,Not detected,Not detected,Not detected,0.04,0.02,<0.01,<0.05,0.03,<0.01,<0.01,<0.01,<0.001,0.19,0.21,<0.01,<0.01,0.32
Tamil Nadu,MANALI,"
Amullavai
Canal U/s","N 13°10'47.5"" ","E 80°15'22.8""",,Light brown,40,Un- Agreeable,,7.92,1480,4,48,3.1,62,18,0.23,0.45,0.68,<0.1,<0.1,<0.02,0.6,1.4,0.1,5.44,17,6,,0.3,3.5,2.8,0.003,<0.1,Not detected,Not detected,Not detected,0.03,0.03,<0.01,<0.05,0.06,<0.01,<0.01,<0.01,<0.001,0.02,0.27,<0.01,<0.01,0.29
Tamil Nadu,MANALI,"
Amullavai
Canal D/s","N 13°08'29.4"" ","E 80°16'11.7""",,Light brown,40,"Un-agreeable
(Smell o f Ammonia)",,9.2,10600,8,54,<0.1,84,21,0.5,5.41,5.91,5.6,<0.1,<0.02,0.9,0.3,0.08,48.46,14,2,,0.2,18,14,0.005,<0.1,Not detected,Not detected,Not detected,0.26,0.07,0.01,<0.05,0.04,<0.01,<0.01,<0.01,<0.001,0.03,0.57,0.01,<0.01,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,MANDI GOBINDGARH,"
Ambamajra Road, Sarhind choi",N30°37’36.5” ,E076°19’17.5”,,Brownish,30,Un-Agreeable,,7.47,1190,2,32,<1,82,21,0.1,8.58,8.68,0.2,< 0.1,< 0.02,1.3,1.8,2.78,2.16,17000,5000,,3.14,18.4,7.8,< 0.001,0.18,Not Detected,Not Detected,Not Detected,0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.08,0.72,< 0.01,< 0.01,0.16
Punjab,MANDI GOBINDGARH,"
Katera pond",N30°37’30.4” ,E076°17’49.2”,,Pale yellow,20,Agreeable,,8.05,1480,3,80,<1,138,40,0.01,1.81,1.82,0.9,< 0.1,< 0.02,1.2,3.8,5.1,4.25,35000,14000,,6.8,29.4,14,< 0.001,0.4,Not Detected,Not Detected,Not Detected,0.04,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.07,0.34,< 0.01,< 0.01,0.2
Punjab,MANDI GOBINDGARH,"
Disposal Point of municipal Corp",N30°37’17.8” ,E076°18’48.5”,,Grey,30,Un-Agreeable,,7.37,1120,4,128,< 1,168,45,0.02,1.58,1.6,0.8,< 0.1,< 0.02,1.3,6,3.74,1.44,28000,11000,,4.02,28,15,< 0.001,0.2,Not Detected,Not Detected,Not Detected,0.1,< 0.01,0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.06,0.57,< 0.01,< 0.01,0.16
Punjab,MANDI GOBINDGARH,"
Chapra pond",N30°40’27.0” ,E076°15’57.2”,,Greenish,40,Un - Agreeable,,7.85,1620,5,114,< 1,236,70,0.05,4.97,5.02,1.2,< 0.1,< 0.02,1.2,10.4,4.16,2.34,22000,9000,,4.84,36,19,< 0.001,0.62,Not Detected,Not Detected,Not Detected,0.05,< 0.01,0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.12,0.7,< 0.01,< 0.01,0.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,MANGALORE,"
Atturkudi
Stream",N 13°00’13.2’’ ,E074°50’52.3’’,,Colourless,5,Agreeable,,6.9,560,<1,14,5.6,8,2,0.02,7,7.02,<0.1,<0.1,<0.02,0.5,<0.1,<0.1,1.77,30,<2,,<0.1,<1,<1,<0.001,<0.1,Not detected,Not detected,Not detected,0.01,<0.01,<0.01,<0.05,0.02,<0.01,<0.01,<0.01,<0.001,0.02,0.21,<0.01,<0.01,0.07
Karnataka,MANGALORE,"
Gurupura
River",N 12°55’56.0’’ ,E074°55’02.7’’,,Colourless,10,Agreeable,,7.91,834,<1,34,5.6,28,5,0.01,2.94,2.95,<0.1,<0.1,<0.02,0.7,<0.1,<0.1,2.98,26,<2,,<0.1,2.1,1.4,<0.001,<0.1,Not detected,Not detected,Not detected,0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.12,<0.01,<0.01,0.04
Karnataka,MANGALORE,"
Chitrapura
Beach",N 12°57’24.8’’ ,E074°47’59.2’’,,Colourless,10,Agreeable,,7.98,52500,1,30,4.8,32,6,0.01,0.24,0.25,<0.1,<0.1,<0.02,1.2,<0.1,<0.1,53.06,180,23,,<0.1,2.4,1.7,<0.001,<0.1,Not detected,Not detected,Not detected,0.02,0.01,0.02,<0.05,0.05,<0.01,<0.01,<0.01,<0.001,0.02,0.44,0.01,0.14,2.7
Karnataka,MANGALORE,"
Pilikula
Pond",N 12°55’48.4’’ ,E074°53’42.9’’,,Colourless,10,Agreeable,,7.87,70,1,22,5.2,24,5,<0.01,0.45,0.45,<0.1,<0.1,<0.02,0.3,<0.1,<0.1,0.3,50,2,,<0.1,2.2,1.9,<0.001,<0.1,Not detected,Not detected,Not detected,<0.01,<0.01,0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.02,0.15,<0.01,0.01,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
