State,District,Observation Area,Latitude,Longitude,Simple parameters,Appearance,Color,Odour,Regular Monitoring,pH,E C,Oil & Grease,Suspended Solids,Dissolved Oxygen,Chemical Oxygen Demand,Bio-chemical  Oxygen Demand (BOD),Nitrite-Nitrogen as N,Nitrate-Nitrogen as N,Nitrite-Nitrogen and Nitrate- Nitrogen (NO2 +NO3),Free Ammonia,Total Residual Chlorine,Cyanide as CN,Fluoride as F,Sulphides as S,Dissolved Phosphates as P,Sodium Absorption  Ratio (SAR),Total Coliforms,Fecal Coliforms,Special parameters,Total Phosphorous  as P,Total Kjeldal Nitrogen,Total Ammonia (NH4+NH3)-Nitrogen,Phenolic compounds   as C6H5OH,Surfactants,Organo-chlorine Pesticides,PAH,PCB and PCT,Zinc as Zn,Nickel as Ni,Copper as Cu,Hexavalent Chromium as Cr6+,Total Chromium as Cr,Arsenic as As,Lead as Pb,Cadmium as Cd,Mercury as Hg,Manganese as Mn,Iron as Fe,Vanadium as V,Selenium as Se,Boron as B
Uttar Pradesh,SINGRAULI,"
Lake water near Senior Transit Camp, NCL,
Bina",N24°09’28.8” ,E082°46’11.7”,,Colourless,5,Agreeable,,7.84,598,< 1,18,6,12,3,0.02,3.39,3.41,< 0.1,< 0.1,< 0.02,0.4,< 0.1,0.1,0.84,50,< 2,,0.14,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.03,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.15,< 0.01,< 0.01,0.15
Uttar Pradesh,SINGRAULI,"
Kava nala, Anpara",N24°11’52.0” ,E082°45’43.3”,,Light greenish,10,Agreeable,,8.32,515,1,42,5.4,28,6,0.02,0.23,0.25,< 0.1,< 0.1,< 0.02,0.5,< 0.1,0.12,1.65,110,< 2,,0.15,2.1,1.4,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.14,< 0.01,< 0.01,0.12
Uttar Pradesh,SINGRAULI,"
Rihand river near Kohadowal village",N24°07’27.7” ,E082°46’28.0”,,Colourless,5,Agreeable,,7.8,124,< 1,24,6.2,12,3,0.01,0.23,0.24,< 0.1,< 0.1,< 0.02,0.2,< 0.1,< 0.1,0.39,< 2,< 2,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.18,< 0.01,< 0.01,0.04
Uttar Pradesh,SINGRAULI,"
Surya Nala, near police station bridge,
Vindhyanagar",N24°05’03.0” ,E082°39’45.4”,,Pale Yellow,10,Agreeable,,7.46,348,1,36,5.2,20,4,< 0.01,2.26,2.26,< 0.1,< 0.1,< 0.02,0.5,< 0.1,0.59,1.04,< 2,< 2,,0.7,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.05,0.26,< 0.01,< 0.01,0.08
Uttar Pradesh,SINGRAULI,"
Rihand Reservoir near Baliyari village U/s",N24°02’22.6” ,E082°38’12.2”,,Pale Yellow,5,Agreeable,,8.1,542,< 1,28,6.4,14,3,1.85,5.65,7.5,< 0.1,< 0.1,< 0.02,0.4,< 0.1,< 0.1,0.87,< 2,< 2,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.02,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.03,0.16,< 0.01,< 0.01,0.04
Uttar Pradesh,SINGRAULI,"
Kanchana nallah near chauhan cold
storage, Kachni",N24°04’31.1” ,E082°35’15.9”,,Pale Yellow,5,Agreeable,,7.75,438,1,38,6.1,12,3,0.01,3.61,3.62,< 0.1,< 0.1,< 0.02,0.5,< 0.1,0.1,1.19,2200,17,,0.12,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.01,0.1,< 0.01,< 0.01,0.03
Uttar Pradesh,SINGRAULI,"
Balia Nallah near Dudichua STP",N24°07’20.1” ,E082°40’3.9”,,Grey,50,Agreeable,,7.58,635,5,146,3.6,92,21,0.37,4.74,5.11,< 0.1,< 0.1,< 0.02,0.6,< 0.1,0.52,0.75,3000,50,,0.68,8.4,5.6,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.01,0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.8,< 0.01,< 0.01,0.05
Uttar Pradesh,SINGRAULI,"
Rihand river, Singrauli to rihand nagar road under rail bridge",N24°02’01.7” ,E082°37’28.6”,,Pale Yellow,5,Agreeable,,8.03,427,1,38,5.2,20,4,< 0.01,0.9,0.9,< 0.1,< 0.1,< 0.02,0.4,< 0.1,< 0.1,1.13,900,17,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.03,< 0.01,< 0.01,0.03
Uttar Pradesh,SINGRAULI,"
Murdhwa
Nallah",N24°13’33.8” ,E083°02’32.6”,,Pale yellow,15,Agreeable,,7.59,996,3,76,4.1,68,16,0.03,0.9,0.93,< 0.1,< 0.1,< 0.02,0.7,< 0.1,0.36,0.63,2800,70,,0.45,5.6,2.8,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,0.08,0.04,< 0.01,< 0.01,0.07
Uttar Pradesh,SINGRAULI,"
Rihand Reservior, Up Stream",N24°11’42.6” ,E083°02’41.2”,,Colourless,5,Agreeable,,8.42,152,< 1,12,6.4,8,2,0.01,0.23,0.24,< 0.1,< 0.1,< 0.02,0.2,< 0.1,0.14,0.47,22,< 2,,0.26,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.06,< 0.01,< 0.01,0.03
Uttar Pradesh,SINGRAULI,"
Dongia
Nallah",N24°11’55.1” ,E083°02’36.1”,,Light Yellow,20,Agreeable,,8.17,5000,2,78,3.8,50,12,< 0.01,2.48,2.48,< 0.1,< 0.1,< 0.02,0.4,0.2,0.47,15.3,350,9,,0.62,4.9,2.1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.08,< 0.01,0.01,0.06
Uttar Pradesh,SINGRAULI,"
Rihand Dam Down Stream",N24°12’33.7” ,E083°00’06.2”,,Pale Yellow,5,Agreeable,,7.94,134,< 1,24,6.4,10,2,0.01,0.23,0.24,< 0.1,< 0.1,< 0.02,0.2,< 0.1,0.15,0.37,500,< 2,,0.18,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.02,< 0.01,< 0.01,< 0.01
Uttar Pradesh,SINGRAULI,"
Sone River down stream",N24°27’38.1” ,E082°58’18.1”,,Pale Yellow,5,Agreeable,,7.67,130,1,46,4.3,38,10,0.01,0.23,0.24,< 0.1,< 0.1,< 0.02,0.2,< 0.1,0.22,0.45,40,< 2,,0.38,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.09,< 0.01,< 0.01,0.03
Uttar Pradesh,SINGRAULI,"
Sone River up stream, near somnath mandir, gotheni",N24°32’45.8” ,E082°58’42.0”,,Pale Yellow,10,Agreeable,,7.96,252,1,34,4.8,18,4,0.01,0.23,0.24,< 0.1,< 0.1,< 0.02,0.3,< 0.1,0.33,0.39,240,11,,0.47,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,< 0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.05,< 0.01,< 0.01,0.02
Uttar Pradesh,SINGRAULI,"
Sone River near toll Bridge",N24°32’10.2” ,E083°01’20.4”,,Colourless,5,Agreeable,,8.1,253,1,28,4.6,12,3,0.01,0.23,0.24,< 0.1,< 0.1,< 0.02,0.3,<  0.1,0.16,0.38,220,14,,0.21,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.17,< 0.01,< 0.01,0.02
Uttar Pradesh,SINGRAULI,"
Sone River
Down Stream",N24°31’52.4” ,E083°01’16.8”,,Colourless,5,Agreeable,,7.93,132,1,18,4.9,10,3,< 0.01,0.23,0.23,< 0.1,< 0.1,< 0.02,0.2,< 0.1,< 0.1,0.42,110,8,,< 0.1,< 1,< 1,< 0.001,< 0.1,Not Detected,Not Detected,Not Detected,0.01,< 0.01,< 0.01,< 0.05,< 0.01,< 0.01,< 0.01,< 0.01,< 0.001,< 0.01,0.15,< 0.01,< 0.01,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,Tarapur,"
BPT Navapur out fall",N19°46’09.0” ,E72°41’10.0”,,Brown,>100,Un-Agreeable,,6.92,55300,6,260,<1,82,34,0.04,3.39,3.43,<0.1,<0.1,<0.02,1.2,4.8,0.28,56.67,12,<2,,0.34,21,1.8,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,0.03,<0.01,<0.05,0.13,<0.01,0.01,<0.01,<0.001,0.12,2.54,<0.01,<0.01,0.64
Maharashtra,Tarapur,"
Over Flow of
Sump No. - 1",N19°46’40.0” ,E72°44’16.2”,,"Light
Brownish",20,Un-Agreeable,,6,2000,7,118,<1,76,19,0.1,4.74,4.84,<0.1,<0.1,<0.02,1.4,1.28,0.13,3.46,90,<2,,0.18,7,3.5,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.02,0.01,<0.01,<0.05,0.03,<0.01,<0.01,<0.01,<0.001,<0.01,0.07,<0.01,<0.01,0.07
Maharashtra,Tarapur,"
Nalla Carrying domestic sewage at Saravalli",N19°46’49.5” ,E72°44’23.2”,,Greyish,10,Un-Agreeable,,7.07,1200,2,46,2.8,42,10,1.15,7.68,8.83,<0.1,<0.1,<0.02,1.2,1.92,0.17,1.53,2800,90,,0.24,1.4,0.56,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.02,0.02,<0.01,<0.05,0.02,<0.01,<0.01,<0.01,<0.001,<0.01,0.03,0.01,<0.01,0.07
Maharashtra,Tarapur,"
Nalla to Dhandi Creek",N19°49’01.3” ,E72°43’34.9”,,"Grey
(dark black)",20,Un-Agreeable,,7.36,13720,8,146,<1,672,280,0.16,29.35,29.51,0.6,<0.1,<0.02,0.4,3.52,0.21,14.98,110,22,,0.36,58,31,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.06,0.04,0.08,<0.05,0.1,<0.01,0.02,<0.01,<0.001,0.21,0.97,<0.01,<0.01,0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,Vapi,"
River Damanganga after Silvassa",N 20°17’53.9” ,E 072°58’34.8”,,Colourless,<5,Agreeable,,7.74,390,<1,<10,6.8,18,4,0.01,0.45,0.46,<0.1,<0.1,<0.02,0.4,<0.1,<0.1,0.72,<2,<2,,0.07,0.7,0.56,<0.001,0.1,Not Detected,Not Detected,Not Detected,0.04,<0.01,<0.01,<0.05,0.01,<0.01,<0.01,<0.01,<0.001,0.02,0.14,<0.01,<0.01,0.04
Gujarat,Vapi,"
Bhilkhadi Downstream near Pumping station - 1",N 20°22’29.4” ,E 072°55’51.7”,,Bluish Green,200,Un-agreeable,,7.47,5190,6,94,<1,308,82,0.03,1.81,1.84,0.8,<0.1,<0.02,0.6,3.8,1.2,5.25,17,7,,1.52,51,35,<0.001,0.12,Not Detected,Not Detected,Not Detected,0.18,0.09,0.16,<0.05,0.05,<0.01,0.02,<0.01,<0.001,0.52,0.98,<0.01,<0.01,0.18
Gujarat,Vapi,"
Bhilkhadi near NH - 8",N 20°24’23.1” ,E 072°54’53.9”,,Light Brown,10,Un-agreeable,,7.92,1020,1,48,2,62,15,0.02,1.13,1.15,<0.1,<0.1,<0.02,0.8,<0.1,0.79,0.57,220,50,,0.96,7,4.2,<0.001,0.14,Not Detected,Not Detected,Not Detected,0.12,0.03,0.04,<0.05,0.02,<0.01,<0.01,<0.01,<0.001,0.16,0.24,<0.01,<0.01,0.12
Gujarat,Vapi,"
River Kolak near Koteshwar Mandir",N 20°26’16.8” ,E 072°54’04.7”,,Pale yellowish,10,Agreeable,,7.24,690,<1,16,1.8,28,7,0.01,1.35,1.36,<0.1,<0.1,<0.02,0.8,<0.1,0.49,1.1,34,22,,0.7,1.12,0.84,<0.001,0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,0.01,<0.01,<0.01,<0.01,<0.001,0.02,0.12,<0.01,<0.01,0.06
Gujarat,Vapi,"
River Damanganga at Jari Causeway",N 20°22’17.9” ,E 072°52’50.8”,,Light Brown,20,Agreeable,,7.1,2500,<1,28,1.4,52,12,0.2,1.81,2.01,<0.1,<0.1,<0.02,0.9,<0.1,<0.1,2.47,50,17,,0.1,2.1,1.4,<0.001,0.14,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,0.01,<0.01,<0.01,<0.01,<0.001,0.03,0.18,<0.01,<0.01,0.18
Gujarat,Vapi,"
CETP Outlet",N 20°20’35.9” ,E 072°54’23.4”,,Brown,350,Un-agreeable,,7.16,8000,5,46,<1.0,280,74,0.02,2.03,2.05,0.21,<0.1,<0.02,1.2,3.7,<0.1,4.59,70,23,,0.12,48,32,<0.001,0.1,Not Detected,Not Detected,Not Detected,0.1,0.06,0.07,<0.05,0.1,<0.01,0.03,<0.01,<0.001,0.28,0.96,<0.01,<0.01,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Varanasi,"
Dashashwa medh Ghat, Ganga river,",N25°18’21.8” ,E083°00’44.1”,,Colourless,5,Agreeable,,8.24,530,<1,24,6.2,24,5,0.02,2.03,2.05,<0.1,<0.1,<0.02,0.4,0.12,0.12,1.38,900,11,,0.18,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.18,<0.01,<0.01,0.07
Uttar Pradesh,Varanasi,"
Assi ghat , Ganga river",N25°17’30.4” ,E083°00’30.7”,,Colourless,5,Agreeable,,8.02,524,<1,18,6.4,20,4,0.03,2.03,2.06,<0.1,<0.1,<0.02,0.4,0.14,0.16,1.39,500,7,,0.2,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.2,<0.01,<0.01,0.08
Uttar Pradesh,Varanasi,"
Near High tension wire poles, Ganga river, Down  Stream",N25°19’44.4” ,E083°03’22.4”,,Colourless,5,Agreeable,,8.16,510,<1,20,6.4,18,4,0.05,2.03,2.08,<0.1,<0.1,<0.02,0.5,0.18,0.18,1.36,500,21,,0.24,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.24,<0.01,<0.01,0.07
Uttar Pradesh,Varanasi,"
Varuna river, Down Stream",N25°19’46.0” ,E083°02’38.7”,,Colourless,10,Agreeable,,7.62,442,<1,48,6,38,10,0.05,2.48,2.53,<0.1,<0.1,<0.02,0.3,0.46,0.44,0.87,2600,1400,,0.62,3.9,2.1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.02,0.36,<0.01,<0.01,0.06
Uttar Pradesh,Varanasi,"
Ganga river U/s Near floating bridge, Ramnagar fort",N25°16’20.8” ,E083°01’17.8”,,Colourless,5,Agreeable,,7.95,510,<1,20,6.2,28,6,0.03,2.48,2.51,<0.1,<0.1,<0.02,0.5,< 0.1,0.16,1.36,1600,7,,0.24,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.09,<0.01,<0.01,0.07
Uttar Pradesh,Varanasi,"
Pishach
Mochan pond",N25°19’19.9” ,E082°59’47.7”,,Colourless,20,Agreeable,,8.16,715,3,34,5.9,46,11,0.04,2.71,2.75,<0.1,<0.1,<0.02,0.6,< 0.1,0.62,4.03,140,9,,0.84,3.4,2.1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.04,0.28,<0.01,<0.01,0.09
Uttar Pradesh,Varanasi,"
Varuna river, m/s, Near new varuna bridge",N25°20’25.2” ,E082°58’51.1”,,Colourless,5,Agreeable,,8.03,320,1,26,6.1,24,7,0.04,2.03,2.07,<0.1,<0.1,<0.02,0.4,< 0.1,0.24,0.5,500,21,,0.36,2.6,1.4,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.1,<0.01,<0.01,0.06
Uttar Pradesh,Varanasi,"
Varuna river, u/s Near Rameswar mahadev dham bridge",N25°23’15.3” ,E082°51’15.0”,,Colourless,20,Agreeable,,7.92,320,1,32,6,32,9,0.05,1.35,1.4,<0.1,<0.1,<0.02,0.3,< 0.1,0.32,0.73,350,17,,0.48,3.2,1.8,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.03,0.26,<0.01,<0.01,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,Vatva,"
River Sabarmati at Miroli Pumping station",N 22°52’34.1” ,E 072°30’09.8”,,Light Green,50,Un- Agreeable,,7.13,1950,6,174,<1,168,50,<0.01,4.06,4.06,<0.1,<0.1,<0.02,0.8,7.2,3.01,8.61,13,4,,3.62,48,26,<0.001,0.1,Not Detected,Not Detected,Not Detected,0.12,0.02,0.01,<0.05,0.03,<0.01,0.01,<0.01,<0.001,0.9,1.8,<0.01,<0.01,0.14
Gujarat,Vatva,"
Mega outfall
near Narol",N 22°58’46.4” ,E 072°32’39.3”,,Blackish,110,Un- Agreeable,,7.51,5500,19,212,<1,496,150,0.01,3.61,3.62,<0.1,<0.1,<0.02,0.9,54,1.83,14.96,30,23,,2.64,82,40,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.28,0.05,0.03,<0.05,0.16,<0.01,0.02,<0.01,<0.001,1.8,3.7,<0.01,<0.01,0.42
Gujarat,Vatva,"
Outlet of CETP – GIDC VATVA",N 22°57’15.9” ,E 072°38’21.1”,,Brown,140,Un- Agreeable,,7.45,7100,9,112,3.6,288,85,0.02,6.77,6.79,<0.1,<0.1,<0.02,1,0.8,0.69,21.79,17,13,,1.04,54,29,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.17,0.03,0.03,<0.05,0.14,<0.01,0.02,<0.01,<0.001,1.5,3.2,<0.01,<0.01,0.59
Gujarat,Vatva,"
Kharicut canal downstrea m near Vinzol Bridge",N 22°57’07.1” ,E 072°38’24.2”,,"Light
Brown",20,Un- Agreeable,,7.32,370,1,26,6.8,24,7,0.02,1.13,1.15,<0.1,<0.1,<0.02,0.9,0.4,0.81,1.49,300,23,,1.42,7,3.6,<0.001,0.12,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.24,<0.01,<0.01,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Vellore,"
Pullianthan qal Eri",N 12°57’48.9’’ ,E079°17’39.2’’,,Greenish,40,Un-Agreeable,,8.25,2700,5,114,2.2,140,38,0.01,1.81,1.82,0.6,<0.1,<0.02,1,2.1,0.45,5.5,11,<2,,0.68,15,8,<0.001,<0.1,Not detected,Not detected,Not detected,0.1,0.01,<0.01,<0.05,0.1,<0.01,<0.01,<0.01,<0.001,0.18,1.24,<0.01,<0.01,0.45
Tamil Nadu,Vellore,"
Pullianqan
Eri",N 12°56’43.3’’ ,E079°18’37.6’’,,Dark Brown,350,Un-Agreeable,,8.17,7700,26,216,<1,1456,410,0.05,5.87,5.92,2.5,<0.1,<0.02,1.2,9.2,0.61,27.11,17,<2,,0.84,68,34,<0.005,<0.1,Not detected,Not detected,Not detected,0.06,0.03,<0.01,<0.05,0.86,<0.01,0.02,<0.01,<0.001,0.3,1.8,<0.01,<0.01,0.92
Tamil Nadu,Vellore,"
Karai Eri",N 12°56’19.5’’ ,E079°18’46.8’’,,Brown,250,Un-Agreeable,,8.3,6600,18,80,<1,548,150,0.04,5.19,5.23,1.6,<0.1,<0.02,0.9,7.4,0.43,21.56,21,<2,,0.62,34,21,0.002,<0.1,Not detected,Not detected,Not detected,0.04,0.02,<0.01,<0.05,0.52,<0.01,0.01,<0.01,<0.001,0.25,1.5,<0.01,<0.01,0.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,VISAKHAPATNAM,"
Ghambirage dda",N 17 ° 52.457’ ,E 83 °21.115’,,"Light
Brown",10,Agreeable,,8.1,630,1,46,5.2,26,7,0.01,1.8,1.81,<0.1,<0.1,<0.02,0.9,<0.1,<0.1,0.61,13,<2,,0.1,2.8,1.4,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.02,0.19,<0.01,0.08,0.15
Andhra Pradesh,VISAKHAPATNAM,"
Mudrhara Lava Reservoir",N 17 ° 45.816’ ,E 83 °17.897’,,Colourless,10,Agreeable,,8.2,600,1,14,5.6,10,3,<0.01,0.68,0.68,<0.1,<0.1,<0.02,0.6,<0.1,<0.1,1.55,11,<2,,0.12,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.09,<0.01,<0.01,0.08
Andhra Pradesh,VISAKHAPATNAM,"
Mehadrige dda Reservoir",N 17 ° 40.863’ ,E 83°12.004’,,Colourless,10,Agreeable,,8.01,380,1,18,5.5,16,4,<0.01,0.23,0.23,<0.1,<0.1,<0.02,0.6,<0.1,<0.1,1.67,8,<2,,0.1,1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.12,<0.01,<0.01,0.15
Andhra Pradesh,VISAKHAPATNAM,"
Kanithi
Reservoir",N 17 ° 44.704’ ,E 83°09.842’,,Colourless,10,Agreeable,,7.95,330,1,24,5.4,20,5,<0.01,0.45,0.45,<0.1,<0.1,<0.02,0.4,<0.1,0.1,0.99,9,<2,,0.16,1.4,1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.15,<0.01,<0.01,0.1
