"Country Code","Country","State Code","State","District","Net Groundwater Availability","Projected demand for Domestic and Industrial uses upto 2025","Net Ground Water Availability for Future Irrigation use"
"01","INDIA","20","MADHYA PRADESH","SHEOPUR","42063.62","1781","26267.5"
"01","INDIA","20","MADHYA PRADESH","SHIVPURI","74286.75","4617.56","21327.95"
"01","INDIA","20","MADHYA PRADESH","SIDHI","32667.14","3576","21911.02"
"01","INDIA","20","MADHYA PRADESH","SINGRAULI","35237.21","4170.79","22338.13"
"01","INDIA","20","MADHYA PRADESH","TIKAMGARH","52172.21","6032.89","10910.81"
"01","INDIA","20","MADHYA PRADESH","UJJAIN","96266.63","3805.04","5266.52"
"01","INDIA","20","MADHYA PRADESH","UMARIA","46214.16","4024.6","38323.27"
"01","INDIA","20","MADHYA PRADESH","VIDESHA","84577.13","5648.52","32574.75"
"01","INDIA","21","MAHARASHTRA","AHMADNAGAR","178493.77","8745.35","43606.01"
"01","INDIA","21","MAHARASHTRA","AKOLA","40427.98","2819.79","21461.3"
"01","INDIA","21","MAHARASHTRA","AMARAVATI","96524.34","5121","30229.26"
"01","INDIA","21","MAHARASHTRA","AURANGABAD","106219.76","6426.51","23275.18"
"01","INDIA","21","MAHARASHTRA","BID","130227.75","9792.92","54980.88"
"01","INDIA","21","MAHARASHTRA","BHANDARA","52798.27","6296.92","26941.69"
"01","INDIA","21","MAHARASHTRA","BULDHANA","94448.21","6841.92","24555.48"
"01","INDIA","21","MAHARASHTRA","CHANDRAPUR","106798.86","16664.04","79733.46"
"01","INDIA","21","MAHARASHTRA","DHULE","70488.53","3520.35","32000.7"
"01","INDIA","21","MAHARASHTRA","GADCHIROLI","88482.71","6261.48","61667.74"
"01","INDIA","21","MAHARASHTRA","GONDIYA","62015.47","11920.06","37794.15"
"01","INDIA","21","MAHARASHTRA","HINGOLI","89869.73","4125.04","49493.51"
"01","INDIA","21","MAHARASHTRA","JALGAON","139554.81","8671.06","32554.95"
"01","INDIA","21","MAHARASHTRA","JALNA","84464.07","2721.5","37971.87"
"01","INDIA","21","MAHARASHTRA","KOLHAPUR","124896.1","2872.08","73365.13"
"01","INDIA","21","MAHARASHTRA","LATUR","67982.1","4085.7","14980.57"
"01","INDIA","21","MAHARASHTRA","NAGPUR","110033.65","11699.78","42551.92"
"01","INDIA","21","MAHARASHTRA","NANDED","133884.3","6618.94","92539.96"
"01","INDIA","21","MAHARASHTRA","NANDURBAR","50276.81","6171.95","21699.26"
"01","INDIA","21","MAHARASHTRA","NASIK","191447.02","6525.52","82424.97"
"01","INDIA","21","MAHARASHTRA","OSMANABAD","92213.34","4447.04","33226.98"
"01","INDIA","21","MAHARASHTRA","PARBHANI","82315.21","4009.9","42891.39"
"01","INDIA","21","MAHARASHTRA","PUNE","174009.35","14444.4","44233.51"
"01","INDIA","21","MAHARASHTRA","RAIGARH","39801.94","4188.16","31418.63"
"01","INDIA","21","MAHARASHTRA","RATNAGIRI","46211.53","2497.02","39520.33"
"01","INDIA","21","MAHARASHTRA","SANGLI","95418.1","5105.76","20936.96"
"01","INDIA","21","MAHARASHTRA","SATARA","99251.6","9820.46","17760.32"
"01","INDIA","21","MAHARASHTRA","SINDHUDURG","26088.87","3926.61","15800.27"
"01","INDIA","21","MAHARASHTRA","SOLAPUR","158365.12","9039.12","39516.89"
"01","INDIA","21","MAHARASHTRA","THANE","41098.86","3032.03","30595.72"
"01","INDIA","21","MAHARASHTRA","WARDHA","82824.73","7511.15","38006.89"
"01","INDIA","21","MAHARASHTRA","WASHIM","57053.46","3230.76","33649.13"
"01","INDIA","21","MAHARASHTRA","YAVATMAL","133742.51","11505.07","100683.44"
"01","INDIA","22","MANIPUR","IMPHAL WEST","4327.495","673.35","3601.47"
"01","INDIA","22","MANIPUR","IMPHAL EAST","5768.48","592.915","5159.01"
"01","INDIA","22","MANIPUR","THOUBAL","5517.12","745.34","4738.67"
"01","INDIA","22","MANIPUR","KAKCHING BLOCK","3366.87","352.23","2957.45"
"01","INDIA","22","MANIPUR","BISHNUPUR","4549.28","480.09","4036.08"
"01","INDIA","22","MANIPUR","CHURACHANDPUR","","",""
"01","INDIA","23","MEGHALAYA","EAST KHASI HILLS","31343","6040","25303"
"01","INDIA","23","MEGHALAYA","WEST GARO HILLS","76302","3053","72949"
"01","INDIA","23","MEGHALAYA","EAST GARO HILLS","10397","980","9417"
"01","INDIA","23","MEGHALAYA","JAINTIA HILLS","37492","1219.5","36270"
"01","INDIA","23","MEGHALAYA","WEST KHASI HILLS","24177","1835","22342"
"01","INDIA","23","MEGHALAYA","RI BHOI","12066","1912","10154"
"01","INDIA","23","MEGHALAYA","SOUTH GARO HILLS","14748","897","13851"
"01","INDIA","24","MIZORAM","AIZAWL","451.27","56.16","395.11"
"01","INDIA","24","MIZORAM","CHAMPHAI","797.44","32.92","764.52"
"01","INDIA","24","MIZORAM","KOLASIB","472.98","22.1","450.88"
"01","INDIA","24","MIZORAM","LAWNGTLAI","623.39","31.61","591.76"
"01","INDIA","24","MIZORAM","LUNGLEI","301.14","40.24","260.9"
"01","INDIA","24","MIZORAM","MAMIT","367.5","23.17","344.33"
"01","INDIA","24","MIZORAM","SAIHA","285.71","14.87","270.84"
"01","INDIA","24","MIZORAM","SERCHHIP","248.62","17.1","231.52"
"01","INDIA","25","NAGALAND","KOHIMA","15093","134.59","14959.41"
"01","INDIA","25","NAGALAND","DIMAPUR","10490","723.06","9766.94"
"01","INDIA","25","NAGALAND","PHEK","22416","61.14","22354.86"
"01","INDIA","25","NAGALAND","MOKOKCHUNG","16820","38.04","16780.96"
"01","INDIA","25","NAGALAND","ZUNHEBOTO","12625","33.4","12591.6"
"01","INDIA","25","NAGALAND","WOKHA","17147","52.57","17094.43"
"01","INDIA","25","NAGALAND","TUENSANG","28247","66.27","28180.73"
"01","INDIA","25","NAGALAND","MON","19051","66.95","18984.05"
"01","INDIA","26","ORISSA","ANUGUL","46077","4786","28357"
"01","INDIA","26","ORISSA","BALESHWAR","110063","10072","47435"
"01","INDIA","26","ORISSA","BARAGARH","46054","4097","32250"
"01","INDIA","26","ORISSA","BHADRAK","45409","3612","17276"
"01","INDIA","26","ORISSA","BALANGIR","57656","3464","42909"
"01","INDIA","26","ORISSA","BAUDA","27839","1460","21141"
"01","INDIA","26","ORISSA","CUTTACK","70716","8143","40648"
"01","INDIA","26","ORISSA","DEOGARH","20629","1020","16493"
"01","INDIA","26","ORISSA","DHENKANAL","44264","3558","30809"
"01","INDIA","26","ORISSA","GAJAPATHI","22670","1302","15599"
"01","INDIA","26","ORISSA","GANJAM","114541","9836","74677"
"01","INDIA","26","ORISSA","JAGATSINGHAPUR","45029","2563","20653"
"01","INDIA","26","ORISSA","JAJAPUR","56933","3181","27624"
"01","INDIA","26","ORISSA","JHARSUGUDA","16791","1830","10977"
"01","INDIA","26","ORISSA","KALAHANDI","74911","9644","53218"
"01","INDIA","26","ORISSA","KANDHAMAL","70266","2580","58982"
"01","INDIA","26","ORISSA","KENDRAPARHA","16781","830","6804"
"01","INDIA","26","ORISSA","KENDUJHAR","81323","6407","54286"
"01","INDIA","26","ORISSA","KHORDHA","47618","8317","28015"
"01","INDIA","26","ORISSA","KORAPUT","69117","3928","59872"
"01","INDIA","26","ORISSA","MALKANGIRI","33598","1860","28893"
"01","INDIA","26","ORISSA","MAYURBHANJ","148194","8989","98454"
"01","INDIA","26","ORISSA","NABARANGAPUR","50306","6815","38045"
"01","INDIA","26","ORISSA","NAYAGARH","42682","2854","30604"
"01","INDIA","26","ORISSA","NUAPARHA","33686","3262","24113"
"01","INDIA","26","ORISSA","PURI","58806","5170","43387"
"01","INDIA","26","ORISSA","RAYAGARHA","65681","3332","53540"
"01","INDIA","26","ORISSA","SAMBALPUR","52520","3403","41917"
"01","INDIA","26","ORISSA","SUBARNAPUR","21429","1843","16143"
"01","INDIA","26","ORISSA","SUNDARGARH","77325","6542","56628"
"01","INDIA","28","PUNJAB","AMRITSAR","175354","7888","-47391"
"01","INDIA","28","PUNJAB","BARNALA","61518","1758","-58117"
"01","INDIA","28","PUNJAB","BATHINDA","144175","4467","9453"
"01","INDIA","28","PUNJAB","FARIDKOT","61453","3730","-37157"
"01","INDIA","28","PUNJAB","FATEHGARH SAHIB","58737","2412","-53670"
"01","INDIA","28","PUNJAB","FIROZPUR","137499","2588","-61481"
"01","INDIA","28","PUNJAB","GURDASPUR","164473","5301","-39799"
"01","INDIA","28","PUNJAB","HOSHIARPUR","91106","4966","301"
"01","INDIA","28","PUNJAB","JALANDHAR","130410","9404","-143499"
"01","INDIA","28","PUNJAB","KAPURTHALA","74664","4183","-78511"
"01","INDIA","28","PUNJAB","LUDHIANA","212674","13512","-134069"
"01","INDIA","28","PUNJAB","MANSA","103420","13","-39791"
"01","INDIA","28","PUNJAB","MOGA","116570","2360","-125299"
"01","INDIA","28","PUNJAB","MUKTSAR","76125","2460","22604"
"01","INDIA","28","PUNJAB","NAWASHAHR","67033","1612","-4570"
"01","INDIA","28","PUNJAB","PATIALA","153108","6381","-138803"
"01","INDIA","28","PUNJAB","ROPAR","42073","2752","-4365"
"01","INDIA","28","PUNJAB","SAS NAGAR","28963","6735","-1095"
"01","INDIA","28","PUNJAB","SANGRUR","173517","4795","-194037"
"01","INDIA","28","PUNJAB","TARN TARAN","141020","3736","-48381"
"01","INDIA","29","RAJASTHAN","AJMER","32066.15","4780.69","0"
"01","INDIA","29","RAJASTHAN","ALWAR","85503.86","12082.26","50.35"
"01","INDIA","29","RAJASTHAN","BANSWARA","23657.97","2424.15","11695.83"
"01","INDIA","29","RAJASTHAN","BARAN","50554.58","8983.58","5470.07"
"01","INDIA","29","RAJASTHAN","BARMER","25203.44","6529.73","2160.73"
"01","INDIA","29","RAJASTHAN","BHARATPUR","45700.5","7838","880.95"
"01","INDIA","29","RAJASTHAN","BHILWARA","43030.29","2896.95","3.64"
"01","INDIA","29","RAJASTHAN","BIKANER","24210.11","8774.35","4508.77"
"01","INDIA","29","RAJASTHAN","BUNDI","34932.67","3790.1","4939.32"
"01","INDIA","29","RAJASTHAN","CHITTAURGARH","34385.21","5035.95","0"
"01","INDIA","29","RAJASTHAN","CHURU","13473.1","5779.65","3046.77"
"01","INDIA","29","RAJASTHAN","DAUSA","25433.59","2906.12","0"
"01","INDIA","29","RAJASTHAN","DHOLPUR","27532.04","3577.71","1751.59"
"01","INDIA","29","RAJASTHAN","DUNGARPUR","13332.77","3575.29","1637.16"
"01","INDIA","29","RAJASTHAN","GANGANAGAR","36371.34","1485.75","19512.59"
"01","INDIA","29","RAJASTHAN","HANUMANGARH","16433.45","1123.51","1954.05"
"01","INDIA","29","RAJASTHAN","JAIPUR","65078.82","37904.13","502.88"
"01","INDIA","29","RAJASTHAN","JAISELMER","6362","2561.01","2393.45"
"01","INDIA","29","RAJASTHAN","JALOR","42644.71","4288.38","1150.76"
"01","INDIA","29","RAJASTHAN","JHALAWAR","54680.67","2643.15","3328.69"
"01","INDIA","29","RAJASTHAN","JHUNJHUNUN","25076.26","9289.82","322.65"
"01","INDIA","29","RAJASTHAN","JODHPUR","39552.29","13192.7","5109.17"
"01","INDIA","29","RAJASTHAN","KARAULI","32408.36","5337.46","857.82"
"01","INDIA","29","RAJASTHAN","KOTA","52225.66","9099.44","6706.06"
"01","INDIA","29","RAJASTHAN","NAGAUR","51915.53","19588.62","4137.78"
"01","INDIA","29","RAJASTHAN","PALI","29461.85","3550.27","1392.72"
"01","INDIA","29","RAJASTHAN","PRATAPGARH","15553.23","2824.25","851.68"
"01","INDIA","29","RAJASTHAN","RAJSMAND","11187.19","3641.6","69.61"
"01","INDIA","29","RAJASTHAN","SWAIMADHOPUR","37885.32","8182.55","358.75"
"01","INDIA","29","RAJASTHAN","SIKAR","29703.77","9332.85","856.04"
"01","INDIA","29","RAJASTHAN","SIROHI","27518.3","1411.88","1163.48"
"01","INDIA","29","RAJASTHAN","TONK","44241.15","9246.55","2565.7"
"01","INDIA","29","RAJASTHAN","UDAIPUR","28360.8","7839.28","932.33"
"01","INDIA","31","TAMIL NADU","ARIYALUR","35251.72","2416.32","19570.93"
"01","INDIA","31","TAMIL NADU","CHENNAI","1496.9","4783.4","-3286.49"
"01","INDIA","31","TAMIL NADU","COIMBATORE","44950.83","5695.72","1479.94"
"01","INDIA","31","TAMIL NADU","CUDDALORE","128495.06","34550.88","42177.87"
"01","INDIA","31","TAMIL NADU","DHARAMPURI","36669.66","2163.03","-10755.81"
"01","INDIA","31","TAMIL NADU","DINDIGUL","58016.67","2978.07","-5063.718677"
"01","INDIA","31","TAMIL NADU","ERODE","67024.26","6446.14","2939.82"
"01","INDIA","31","TAMIL NADU","KANCHIPURAM","105447.62","7056.19","34985.43"
"01","INDIA","31","TAMIL NADU","KANYAKUMARI","23958.611","1498.7","19266.92533"
"01","INDIA","31","TAMIL NADU","KARUR","31327.18","2184.21","777.09"
"01","INDIA","31","TAMIL NADU","KRISHNAGIRI","35425.08","2455.17","-5361.39"
"01","INDIA","31","TAMIL NADU","MADURAI","63797.96","4777.33","19980.32"
"01","INDIA","31","TAMIL NADU","NAGAPATTINAM","16544.12","1139.7","-313.88"
"01","INDIA","31","TAMIL NADU","NAMAKKAL","36411.04","2394.94","-9856.52"
"01","INDIA","31","TAMIL NADU","NILGIRI","13063.02","599.48","11861.53"
"01","INDIA","31","TAMIL NADU","PERAMBALUR","21510.24","1256.82","-4828.41"
"01","INDIA","31","TAMIL NADU","PUDUKKOTTAI","98591.79","2465.3","60034.39"
"01","INDIA","31","TAMIL NADU","RAMANATHAPURAM","51962.52","1671.89","44359.59"
"01","INDIA","31","TAMIL NADU","SALEM","54609.38","5303.45","-9409.12"
"01","INDIA","31","TAMIL NADU","SIVAGANGA","90618.63","1684.34","71163.05"
"01","INDIA","31","TAMIL NADU","THANJAVUR","74652.08","2888.96","-1689.54"
"01","INDIA","31","TAMIL NADU","TENI","38685.27","898.45","8445.72"
"01","INDIA","31","TAMIL NADU","TIRUVALLUR","70462.05","19141.09","21772.92"
"01","INDIA","31","TAMIL NADU","THOOTHUKUDI","50683.95","1895.44","28732.46"
"01","INDIA","31","TAMIL NADU","TIRUNELVELI","90839.84","2390.86","31468.72"
"01","INDIA","31","TAMIL NADU","TIRUPPUR","45375.57","3593.61","-5837.28"
"01","INDIA","31","TAMIL NADU","THIRUVARUR","30062.17","1526.86","6095.05"
"01","INDIA","31","TAMIL NADU","TIRUVANNAMALAI","111687.47","3725.78","8277.45"
"01","INDIA","31","TAMIL NADU","TIRUCHIRAPPALLI","70069.09","7451.28","13102.08"
"01","INDIA","31","TAMIL NADU","VELLORE","58970.76","7353.64","-2640.67"
"01","INDIA","31","TAMIL NADU","VILLUPURAM","148771","5688.53","1679.61"
"01","INDIA","31","TAMIL NADU","VIRUDHUNAGAR","53344.37","2513.11","19100.82"
"01","INDIA","33","TRIPURA","WEST TRIPURA","84186.06","8462.55","68589.51"
"01","INDIA","33","TRIPURA","SOUTH TRIPURA","63694.14","5624.64","56089.5"
"01","INDIA","33","TRIPURA","NORTH TRIPURA","40501.03","4073.4","36253.62"
"01","INDIA","33","TRIPURA","DHALAI","38519.65","1800.11","36689.54"
"01","INDIA","35","UTTARPRADESH","AGRA","83465.37","11653.2","5875.11"
"01","INDIA","35","UTTARPRADESH","ALIGARH","78988.81","12154.25","11670.63"
"01","INDIA","35","UTTARPRADESH","ALLAHABAD","134799.03","20807.63","29337.92"
"01","INDIA","35","UTTARPRADESH","AMBEDKARNAGAR","89573.71","6692","22919.31"
"01","INDIA","35","UTTARPRADESH","AMETHI","100230.87","6800.1","25409.99"
"01","INDIA","35","UTTARPRADESH","JYOTIBAPHULE NAGAR","67006.14","4473.59","0"
"01","INDIA","35","UTTARPRADESH","AURAIYA","64541.92","4057.7","18567.92"
"01","INDIA","35","UTTARPRADESH","AZAMGARH","130584.44","20477.28","38900.68"
"01","INDIA","35","UTTARPRADESH","BAGHPAT","51531","3063.95","2505.93"
"01","INDIA","35","UTTARPRADESH","BAHRAICH","107549.28","12950.95","41109.77"
"01","INDIA","35","UTTARPRADESH","BALLIA","78004.95","12095.51","17955.4"
"01","INDIA","35","UTTARPRADESH","BALRAMPUR","84890.83","5583.47","41993.82"
"01","INDIA","35","UTTARPRADESH","BANDA","69084.87","3925.64","30653.31"
"01","INDIA","35","UTTARPRADESH","BARABANKI","206682.08","10576.98","61616.79"
"01","INDIA","35","UTTARPRADESH","BAREILLY","157028.39","9341.86","37987.76"
"01","INDIA","35","UTTARPRADESH","BASTI","97601.8","7723.08","21744.74"
"01","INDIA","35","UTTARPRADESH","BIJNOR","130048.09","10807.73","38051.01"
"01","INDIA","35","UTTARPRADESH","BADAUN","124455.27","10589.69","18902.53"
"01","INDIA","35","UTTARPRADESH","BULANDSAHAR","134034.95","8195.17","14677.86"
"01","INDIA","35","UTTARPRADESH","CHANDAULI","77515.81","5894.83","45577.08"
"01","INDIA","35","UTTARPRADESH","CHITRAKOOT","25618.09","4205.73","8209.93"
"01","INDIA","35","UTTARPRADESH","DEORIA","101175.13","10006.31","20366.79"
"01","INDIA","35","UTTARPRADESH","ETAH","63148.32","5637.52","10299.72"
"01","INDIA","35","UTTARPRADESH","ETAWAH","68933.02","3353.12","33143.78"
"01","INDIA","35","UTTARPRADESH","FAIZABAD","83569.89","5400.06","26062.5"
"01","INDIA","35","UTTARPRADESH","FARRUKHABAD","59116.85","5090.03","11451.39"
"01","INDIA","35","UTTARPRADESH","FATEHPUR","118943.87","7666.29","11525.26"
"01","INDIA","35","UTTARPRADESH","FIROZABAD","69738.73","7143.52","4814.17"
"01","INDIA","35","UTTARPRADESH","GAUTAMBUDHNAGAR","41162.88","2936.92","2156.26"
"01","INDIA","35","UTTARPRADESH","GHAZIABAD","29233.06","9022.51","2621.65"
"01","INDIA","35","UTTARPRADESH","GAZIPUR","122086.63","11861.97","28263.58"
"01","INDIA","35","UTTARPRADESH","GONDA","121665.07","9581.83","37180.98"
"01","INDIA","35","UTTARPRADESH","GORAKHPUR","176256.36","13661.18","74521.15"
"01","INDIA","35","UTTARPRADESH","HAMIRPUR","54550.69","4943.55","18775.25"
"01","INDIA","35","UTTARPRADESH","HAPUR","38904.26","4051.03","1140.79"
"01","INDIA","35","UTTARPRADESH","HARDOI","173662.45","11042.19","46280.95"
"01","INDIA","35","UTTARPRADESH","MAHAMAYANAGAR","58579.92","5471.03","6723.02"
"01","INDIA","35","UTTARPRADESH","JALAUN","152565.8","4207.35","99650.98"
"01","INDIA","35","UTTARPRADESH","JAUNPUR","144306.9","16612.22","19234"
"01","INDIA","35","UTTARPRADESH","JHANSI","65633.38","6163.6","21456.65"
"01","INDIA","35","UTTARPRADESH","KANNAUJ","62594.22","4877.89","21900.31"
"01","INDIA","35","UTTARPRADESH","KANPUR DEHAT","82880.82","5777.97","20182.78"
"01","INDIA","35","UTTARPRADESH","KANPUR","87889.25","26350.86","4805.25"
"01","INDIA","35","UTTARPRADESH","KASGANJ","51767.26","4206.05","4346.23"
"01","INDIA","35","UTTARPRADESH","KAUSHAMBI","51345.31","3500.43","9217.8"
"01","INDIA","35","UTTARPRADESH","KUSHINAGAR","166494.54","14299.52","81830.27"
"01","INDIA","35","UTTARPRADESH","LAKHIMPUR KHERI","281393.03","16008.45","119591.88"
"01","INDIA","35","UTTARPRADESH","LALITPUR","55464.86","4825.22","19829.51"
"01","INDIA","35","UTTARPRADESH","LACKNOW","70044.83","20311.32","10144.71"
"01","INDIA","35","UTTARPRADESH","MAHARAJGANJ","112162.86","10069.32","39151.86"
"01","INDIA","35","UTTARPRADESH","MAHOBA","17522.13","2674.69","0"
"01","INDIA","35","UTTARPRADESH","MAINPURI","91582.96","5280.12","14890.14"
"01","INDIA","35","UTTARPRADESH","MATHURA","104811.55","6189.57","22239.36"
"01","INDIA","35","UTTARPRADESH","MAUNATH BHANJAN","48296.33","7289.34","11372.45"
"01","INDIA","35","UTTARPRADESH","MEERUT","114864.56","9992.67","29539.03"
"01","INDIA","35","UTTARPRADESH","MIRZAPUR","61537.28","10388.07","19554.78"
"01","INDIA","35","UTTARPRADESH","MORADABAD","69092.04","7969.26","5800.72"
"01","INDIA","35","UTTARPRADESH","MUZAFARNAGAR","94377.07","8288.64","31711.26"
"01","INDIA","35","UTTARPRADESH","PILHIBHIT","130315.17","6779.63","42933.98"
"01","INDIA","35","UTTARPRADESH","PRATAPGARH","152300.19","10294.06","14371.19"
"01","INDIA","35","UTTARPRADESH","RAIBEARELI","109327.06","7884.56","39883.25"
"01","INDIA","35","UTTARPRADESH","RAMPUR","72993.11","6679.75","8904.24"
"01","INDIA","35","UTTARPRADESH","SHARANPUR","134886.4","8804.22","325.72"
"01","INDIA","35","UTTARPRADESH","SAMBHAL","67846.86","6126.3","2964.14"
"01","INDIA","35","UTTARPRADESH","SANTKABIRNAGAR","72021.35","5845.7","29325.87"
"01","INDIA","35","UTTARPRADESH","SANTRAVIDASNAGAR","42770.85","6390.42","2034.84"
"01","INDIA","35","UTTARPRADESH","SHAHJAHANPUR","140269.71","11007.88","51070.45"
"01","INDIA","35","UTTARPRADESH","SHAMLI","42551.16","3457.2","1027.96"
"01","INDIA","35","UTTARPRADESH","SHRAWASTI","43126.12","4315.27","11229.35"
"01","INDIA","35","UTTARPRADESH","SIDDHARTHNAGAR","122736.04","9387.51","65087.22"
"01","INDIA","35","UTTARPRADESH","SITAPUR","216778.76","16062.38","67201.21"
"01","INDIA","35","UTTARPRADESH","SONBHADRA","21888.93","6705.71","7396.96"
"01","INDIA","35","UTTARPRADESH","SULTANPUR","106494.24","6914.89","34489.46"
"01","INDIA","35","UTTARPRADESH","UNNAO","171983.66","11459.29","43100.55"
"01","INDIA","35","UTTARPRADESH","VARANASI","48608.31","11497.15","4485.36"
"01","INDIA","34","UTTARAKHAND","DEHRADUN","36457.92","4060.86","28105.09"
"01","INDIA","34","UTTARAKHAND","HARIDWAR","86130.61","2220.02","43296.36"
"01","INDIA","34","UTTARAKHAND","NANITAL","10600.66","241.48","5063.98"
"01","INDIA","34","UTTARAKHAND","UDHAM SINGH NAGAR","63421.38","23543.76","5965.52"
"01","INDIA","36","WEST BENGAL","MALDA","136087.61","9828.37","67150.64"
"01","INDIA","36","WEST BENGAL","NADIA","204737.62","10601.16","14914.26"
"01","INDIA","36","WEST BENGAL","KOCHBIHAR","236661.59","5988.25","188411.84"
"01","INDIA","36","WEST BENGAL","NORTH 24 PRAGANA","149939.31","19035.91","46378.8"
"01","INDIA","36","WEST BENGAL","DAKSHIN DINAJPUR","98836.09","3349.33","44780.76"
"01","INDIA","36","WEST BENGAL","UTTAR_DINAJPUR","133514.83","7569.33","47811.9"
"01","INDIA","36","WEST BENGAL","BANKURA","161769.1","7362.46","84426.38"
"01","INDIA","36","WEST BENGAL","PURULIYA","72724.08","6411.97","64079.31"
"01","INDIA","36","WEST BENGAL","JALPAIGURI","278465.29","5908.97","264315.12"
"01","INDIA","36","WEST BENGAL","BARDAMAN","236877.76","15762.29","127055.87"
"01","INDIA","36","WEST BENGAL","MURSIDABAD","225726.36","17323.82","22215.54"
"01","INDIA","36","WEST BENGAL","BIRBHUM","116573.94","7780.42","72601.72"
"01","INDIA","36","WEST BENGAL","HAORA","29661.73","6038.57","18653.16"
"01","INDIA","36","WEST BENGAL","DARJEELING","47015.03","2012.74","43833.19"
"01","INDIA","36","WEST BENGAL","HUGLI","125121.59","10669.27","59850.52"
"01","INDIA","36","WEST BENGAL","PASHCHIM MEDINIPUR","328863.5","12907.78","205036.12"
"01","INDIA","36","WEST BENGAL","EASTMEDNIPUR","73271.26","4341.44","47367.42"
"01","INDIA","01","ANDAMAN & NICOBAR","ANDAMAN NICOBAR","37768.739","1615.437","36138.723"
"01","INDIA","06","CHANDIGARH","CHANDIGARH","1943","0","0"
"01","INDIA","08","DADRA AND NAGAR HAVELI","DADAR & NAGAR HAVELI","6341.12","1398.486","4192.178085"
"01","INDIA","09","DAMAN & DIU","DAMAN","911","235","282"
"01","INDIA","09","DAMAN & DIU","DIU","473","80","16"
"01","INDIA","19","LAKSHADWEEP","AGATTI","35.4","",""
"01","INDIA","19","LAKSHADWEEP","AMINI","34.1","",""
"01","INDIA","19","LAKSHADWEEP","ANDROTH","62.3","",""
"01","INDIA","19","LAKSHADWEEP","CHETLAT","13.6","",""
"01","INDIA","19","LAKSHADWEEP","KADMAT","40.7","",""
"01","INDIA","19","LAKSHADWEEP","KALPENI","29.7","",""
"01","INDIA","19","LAKSHADWEEP","KILTAN","21.7","",""
"01","INDIA","19","LAKSHADWEEP","KAVARATTI","48.4","",""
"01","INDIA","19","LAKSHADWEEP","MINICOY","64.2","",""
"01","INDIA","27","PONDICHERRY","PUDUCHERY","10946","4107.42",""
"01","INDIA","27","PONDICHERRY","KARAIKAL","6160.55","353.54","5296.18"
"01","INDIA","27","PONDICHERRY","MAHE","245.01","209.44","35.57"
"01","INDIA","27","PONDICHERRY","YANAM","","",""
